event,e_id,time,prop_page,prop_userType,prop_appVersion,prop_device,prop_os,prop_location,prop_gps
click_checkout,a1b45cf6d9e3444fa289b94462542411,1704220047,checkout,returning,152.9.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.225, ""longitude"": 128.655}"
click_exit,d09e0432868e4a2f9b3181b6ddfb4e7c,1704226092,exit,returning,153.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.397, ""longitude"": 127.45}"
click_exit,1e9f8c23bb254f529e29c7cd513f5e99,1704174276,exit,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.434, ""longitude"": 126.953}"
click_navi,ddc82ab155c24bb3bd0a886a95f34025,1704180277,navi,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_item,ddc82ab155c24bb3bd0a886a95f34025,1704180282,item,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_cart,ddc82ab155c24bb3bd0a886a95f34025,1704180306,cart,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_checkout,ddc82ab155c24bb3bd0a886a95f34025,1704180336,checkout,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_navi,30b6a213a0cd44b89116e1f2ba035624,1704189166,navi,returning,153.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.397, ""longitude"": 127.45}"
click_item,30b6a213a0cd44b89116e1f2ba035624,1704189196,item,returning,153.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.397, ""longitude"": 127.45}"
click_cart,30b6a213a0cd44b89116e1f2ba035624,1704189201,cart,returning,153.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.397, ""longitude"": 127.45}"
click_checkout,30b6a213a0cd44b89116e1f2ba035624,1704189225,checkout,returning,153.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.397, ""longitude"": 127.45}"
click_search,4e28d09d2e1f44b89c1c2dd897a75f4f,1704236482,search,churned,152.1.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.96, ""longitude"": 128.08}"
click_item,4e28d09d2e1f44b89c1c2dd897a75f4f,1704236508,item,churned,152.1.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.96, ""longitude"": 128.08}"
click_cart,4e28d09d2e1f44b89c1c2dd897a75f4f,1704236531,cart,churned,152.1.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.96, ""longitude"": 128.08}"
click_checkout,4e28d09d2e1f44b89c1c2dd897a75f4f,1704236550,checkout,churned,152.1.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.96, ""longitude"": 128.08}"
click_search,7ffdec5ced4d4ff8b756eba1f05bff2b,1704235320,search,returning,154.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.506, ""longitude"": 128.319}"
click_item,7ffdec5ced4d4ff8b756eba1f05bff2b,1704235326,item,returning,154.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.506, ""longitude"": 128.319}"
click_cart,7ffdec5ced4d4ff8b756eba1f05bff2b,1704235340,cart,returning,154.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.506, ""longitude"": 128.319}"
click_checkout,7ffdec5ced4d4ff8b756eba1f05bff2b,1704235351,checkout,returning,154.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.506, ""longitude"": 128.319}"
click_search,1fd92b4a07ef465a9617828cce489b38,1704204928,search,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_item,1fd92b4a07ef465a9617828cce489b38,1704204951,item,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_cart,1fd92b4a07ef465a9617828cce489b38,1704204979,cart,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_checkout,1fd92b4a07ef465a9617828cce489b38,1704204995,checkout,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_navi,4f2692b919cd4e8d8c0fd5d445febe62,1704182369,navi,churned,154.6.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.614, ""longitude"": 128.134}"
click_item,4f2692b919cd4e8d8c0fd5d445febe62,1704182381,item,churned,154.6.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.614, ""longitude"": 128.134}"
click_cart,4f2692b919cd4e8d8c0fd5d445febe62,1704182401,cart,churned,154.6.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.614, ""longitude"": 128.134}"
click_checkout,4f2692b919cd4e8d8c0fd5d445febe62,1704182431,checkout,churned,154.6.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.614, ""longitude"": 128.134}"
click_navi,029cfc3c10e644d8bc27567754f1db5f,1704206363,navi,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_item,029cfc3c10e644d8bc27567754f1db5f,1704206385,item,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_cart,029cfc3c10e644d8bc27567754f1db5f,1704206412,cart,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_checkout,029cfc3c10e644d8bc27567754f1db5f,1704206423,checkout,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_search,5ed64c31fec547c3a55b5f0d0624c1be,1704168458,search,churned,154.6.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.614, ""longitude"": 128.134}"
click_item,5ed64c31fec547c3a55b5f0d0624c1be,1704168480,item,churned,154.6.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.614, ""longitude"": 128.134}"
click_cart,5ed64c31fec547c3a55b5f0d0624c1be,1704168486,cart,churned,154.6.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.614, ""longitude"": 128.134}"
click_checkout,5ed64c31fec547c3a55b5f0d0624c1be,1704168499,checkout,churned,154.6.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.614, ""longitude"": 128.134}"
click_navi,ec1359726901405884816547da608096,1704192661,navi,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_item,ec1359726901405884816547da608096,1704192690,item,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_cart,ec1359726901405884816547da608096,1704192694,cart,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_checkout,ec1359726901405884816547da608096,1704192710,checkout,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_search,40f279fe785048bcb5a4993388bd4c20,1704197386,search,returning,152.8.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.384, ""longitude"": 129.161}"
click_item,40f279fe785048bcb5a4993388bd4c20,1704197404,item,returning,152.8.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.384, ""longitude"": 129.161}"
click_cart,40f279fe785048bcb5a4993388bd4c20,1704197423,cart,returning,152.8.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.384, ""longitude"": 129.161}"
click_checkout,40f279fe785048bcb5a4993388bd4c20,1704197446,checkout,returning,152.8.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.384, ""longitude"": 129.161}"
click_exit,31f263737d5e4b9099260ba3874175eb,1704235838,exit,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_navi,c56371512ca64ee4908f61350485df56,1704165221,navi,churned,152.3.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 35.444, ""longitude"": 128.33}"
click_item,c56371512ca64ee4908f61350485df56,1704165247,item,churned,152.3.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 35.444, ""longitude"": 128.33}"
click_cart,c56371512ca64ee4908f61350485df56,1704165274,cart,churned,152.3.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 35.444, ""longitude"": 128.33}"
click_checkout,c56371512ca64ee4908f61350485df56,1704165281,checkout,churned,152.3.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 35.444, ""longitude"": 128.33}"
click_navi,1045d8b2775d46319a867b268e3d039b,1704174361,navi,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_item,1045d8b2775d46319a867b268e3d039b,1704174390,item,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_cart,1045d8b2775d46319a867b268e3d039b,1704174402,cart,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_checkout,1045d8b2775d46319a867b268e3d039b,1704174405,checkout,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_navi,5216055c4bc04f5499d10e88465dab6b,1704200080,navi,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_item,5216055c4bc04f5499d10e88465dab6b,1704200097,item,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_cart,5216055c4bc04f5499d10e88465dab6b,1704200100,cart,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_checkout,5216055c4bc04f5499d10e88465dab6b,1704200108,checkout,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_exit,1742699e284f40b083a3129f7aa5e010,1704211784,exit,churned,154.6.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.4, ""longitude"": 127.881}"
click_search,8952acea8d05482d98937a4e8fe636f9,1704153655,search,returning,152.6.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 37.205, ""longitude"": 126.75}"
click_item,8952acea8d05482d98937a4e8fe636f9,1704153682,item,returning,152.6.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 37.205, ""longitude"": 126.75}"
click_cart,8952acea8d05482d98937a4e8fe636f9,1704153709,cart,returning,152.6.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 37.205, ""longitude"": 126.75}"
click_checkout,8952acea8d05482d98937a4e8fe636f9,1704153723,checkout,returning,152.6.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 37.205, ""longitude"": 126.75}"
click_exit,a718aad1d1ff4cb39415605084fef68d,1704156852,exit,churned,152.1.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.96, ""longitude"": 128.08}"
click_navi,23f29481b17c4837a5fb306107f76c5d,1704210932,navi,returning,154.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.506, ""longitude"": 128.319}"
click_item,23f29481b17c4837a5fb306107f76c5d,1704210946,item,returning,154.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.506, ""longitude"": 128.319}"
click_cart,23f29481b17c4837a5fb306107f76c5d,1704210975,cart,returning,154.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.506, ""longitude"": 128.319}"
click_checkout,23f29481b17c4837a5fb306107f76c5d,1704211004,checkout,returning,154.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.506, ""longitude"": 128.319}"
click_search,a72a6cbc9d7448e491d779a1feee4ff4,1704179588,search,churned,154.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.556, ""longitude"": 127.145}"
click_item,a72a6cbc9d7448e491d779a1feee4ff4,1704179607,item,churned,154.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.556, ""longitude"": 127.145}"
click_cart,a72a6cbc9d7448e491d779a1feee4ff4,1704179625,cart,churned,154.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.556, ""longitude"": 127.145}"
click_checkout,a72a6cbc9d7448e491d779a1feee4ff4,1704179646,checkout,churned,154.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.556, ""longitude"": 127.145}"
click_navi,807f3806b81d4f569c7f9926d5412930,1704229378,navi,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_item,807f3806b81d4f569c7f9926d5412930,1704229386,item,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_cart,807f3806b81d4f569c7f9926d5412930,1704229404,cart,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_checkout,807f3806b81d4f569c7f9926d5412930,1704229411,checkout,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_navi,313b853ac1984bc2857c9465301b7041,1704163269,navi,returning,154.2.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.479, ""longitude"": 127.89}"
click_item,313b853ac1984bc2857c9465301b7041,1704163271,item,returning,154.2.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.479, ""longitude"": 127.89}"
click_cart,313b853ac1984bc2857c9465301b7041,1704163297,cart,returning,154.2.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.479, ""longitude"": 127.89}"
click_checkout,313b853ac1984bc2857c9465301b7041,1704163326,checkout,returning,154.2.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.479, ""longitude"": 127.89}"
click_navi,5d225e81aaf44e4fa8f7303ba0c70711,1704210456,navi,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.661, ""longitude"": 127.951}"
click_item,5d225e81aaf44e4fa8f7303ba0c70711,1704210482,item,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.661, ""longitude"": 127.951}"
click_cart,5d225e81aaf44e4fa8f7303ba0c70711,1704210500,cart,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.661, ""longitude"": 127.951}"
click_checkout,5d225e81aaf44e4fa8f7303ba0c70711,1704210510,checkout,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.661, ""longitude"": 127.951}"
click_navi,9a7244b4a9c54270b5db1c087e66a798,1704166273,navi,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_item,9a7244b4a9c54270b5db1c087e66a798,1704166287,item,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_cart,9a7244b4a9c54270b5db1c087e66a798,1704166305,cart,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_checkout,9a7244b4a9c54270b5db1c087e66a798,1704166335,checkout,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_exit,af63c9491da44388840d89c614bbe31d,1704199155,exit,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_exit,7352a1a81f164ef9b13c57a72716c744,1704192095,exit,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_navi,45b4c5d19f9046edb8013fbf805a8161,1704201571,navi,churned,153.6.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.667, ""longitude"": 126.819}"
click_item,45b4c5d19f9046edb8013fbf805a8161,1704201574,item,churned,153.6.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.667, ""longitude"": 126.819}"
click_cart,45b4c5d19f9046edb8013fbf805a8161,1704201602,cart,churned,153.6.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.667, ""longitude"": 126.819}"
click_checkout,45b4c5d19f9046edb8013fbf805a8161,1704201630,checkout,churned,153.6.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.667, ""longitude"": 126.819}"
click_search,ee73867b378949a0ab60f35b5d521698,1704225639,search,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_item,ee73867b378949a0ab60f35b5d521698,1704225655,item,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_cart,ee73867b378949a0ab60f35b5d521698,1704225659,cart,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_checkout,ee73867b378949a0ab60f35b5d521698,1704225685,checkout,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_exit,a847f06e51684a53a0d338b712c9667c,1704197547,exit,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_exit,6925199ccbdd4e22bbe15369a1335b1d,1704216472,exit,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_navi,32b397b9f42e43d1956918edc2418b7a,1704184309,navi,new,153.0.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.552, ""longitude"": 128.752}"
click_item,32b397b9f42e43d1956918edc2418b7a,1704184330,item,new,153.0.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.552, ""longitude"": 128.752}"
click_cart,32b397b9f42e43d1956918edc2418b7a,1704184335,cart,new,153.0.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.552, ""longitude"": 128.752}"
click_checkout,32b397b9f42e43d1956918edc2418b7a,1704184337,checkout,new,153.0.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.552, ""longitude"": 128.752}"
click_navi,fa3726e6004d4188ba6c34a9b0143f5c,1704226403,navi,returning,152.5.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.15, ""longitude"": 127.803}"
click_item,fa3726e6004d4188ba6c34a9b0143f5c,1704226416,item,returning,152.5.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.15, ""longitude"": 127.803}"
click_cart,fa3726e6004d4188ba6c34a9b0143f5c,1704226419,cart,returning,152.5.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.15, ""longitude"": 127.803}"
click_checkout,fa3726e6004d4188ba6c34a9b0143f5c,1704226433,checkout,returning,152.5.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.15, ""longitude"": 127.803}"
click_exit,9faf93dcc1d8418ba2a71403e5d8a806,1704163235,exit,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_search,8b1b1e5962c14dcd9e4a8f3384167fb4,1704231527,search,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_item,8b1b1e5962c14dcd9e4a8f3384167fb4,1704231530,item,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_cart,8b1b1e5962c14dcd9e4a8f3384167fb4,1704231536,cart,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_checkout,8b1b1e5962c14dcd9e4a8f3384167fb4,1704231541,checkout,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_search,751bd1b4018a457584190ed1b1b81f1a,1704165020,search,returning,154.2.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.479, ""longitude"": 127.89}"
click_item,751bd1b4018a457584190ed1b1b81f1a,1704165038,item,returning,154.2.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.479, ""longitude"": 127.89}"
click_cart,751bd1b4018a457584190ed1b1b81f1a,1704165065,cart,returning,154.2.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.479, ""longitude"": 127.89}"
click_checkout,751bd1b4018a457584190ed1b1b81f1a,1704165071,checkout,returning,154.2.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.479, ""longitude"": 127.89}"
click_navi,4fb2049faab8428c9b3efa40a38cd07b,1704200302,navi,returning,151.3.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.578, ""longitude"": 128.096}"
click_item,4fb2049faab8428c9b3efa40a38cd07b,1704200323,item,returning,151.3.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.578, ""longitude"": 128.096}"
click_cart,4fb2049faab8428c9b3efa40a38cd07b,1704200351,cart,returning,151.3.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.578, ""longitude"": 128.096}"
